tourney_id,tourney_name,surface,winner_name,winner_age,loser_name,loser_age,score
2015-329,Tokyo,Hard,Stanislas Wawrinka,30.5215605749,Radek Stepanek,36.8542094456,7-5 6-3
2015-329,Tokyo,Hard,Tatsuma Ito,27.3812457221,Yoshihito Nishioka,20.0219028063,3-6 6-0 7-5
2015-329,Tokyo,Hard,Austin Krajicek,25.3032169747,Matthew Ebden,27.8576317591,5-7 7-6(4) 7-6(5)
2015-329,Tokyo,Hard,Joao Sousa,26.5160848734,Feliciano Lopez,34.0396988364,6-4 4-6 6-1
2015-329,Tokyo,Hard,Gilles Simon,30.7707049966,Mikhail Youzhny,33.2785763176,6-4 6-4
2015-329,Tokyo,Hard,Jiri Vesely,22.2368240931,Yasutaka Uchiyama,23.1649555099,6-4 6-4
2015-329,Tokyo,Hard,Jeremy Chardy,28.643394935,Samuel Groth,27.961670089,6-3 2-0 RET
2015-329,Tokyo,Hard,Gilles Muller,32.4079397673,Kevin Anderson,29.3826146475,6-2 6-3
2015-329,Tokyo,Hard,Benoit Paire,26.4093086927,Grigor Dimitrov,24.3887748118,6-4 3-6 6-1
2015-329,Tokyo,Hard,Marcos Baghdatis,30.2997946612,Fernando Verdasco,31.8877481177,7-5 6-1
2015-329,Tokyo,Hard,Nick Kyrgios,20.4407939767,Albert Ramos,27.7152635181,6-7(3) 6-3 6-3
2015-329,Tokyo,Hard,Roberto Bautista Agut,27.4743326489,Richard Gasquet,29.2977412731,6-4 6-1
2015-329,Tokyo,Hard,Marin Cilic,27.0171115674,Donald Young,26.2012320329,7-5 5-7 6-4
2015-329,Tokyo,Hard,Steve Johnson,25.7796030116,Bernard Tomic,22.9541409993,6-3 2-1 RET
2015-329,Tokyo,Hard,Sam Querrey,27.9945242984,Alexandr Dolgopolov,26.9075975359,7-6(5) 6-4
2015-329,Tokyo,Hard,Kei Nishikori,25.7659137577,Borna Coric,18.8884325804,2-6 6-1 6-2
2015-329,Tokyo,Hard,Stanislas Wawrinka,30.5215605749,Tatsuma Ito,27.3812457221,6-3 2-6 6-4
2015-329,Tokyo,Hard,Austin Krajicek,25.3032169747,Joao Sousa,26.5160848734,2-6 6-4 6-3
2015-329,Tokyo,Hard,Gilles Simon,30.7707049966,Jiri Vesely,22.2368240931,6-4 6-2
2015-329,Tokyo,Hard,Gilles Muller,32.4079397673,Jeremy Chardy,28.643394935,7-6(3) 7-6(5)
2015-329,Tokyo,Hard,Benoit Paire,26.4093086927,Marcos Baghdatis,30.2997946612,6-3 2-6 7-5
2015-329,Tokyo,Hard,Nick Kyrgios,20.4407939767,Roberto Bautista Agut,27.4743326489,6-4 6-2
2015-329,Tokyo,Hard,Marin Cilic,27.0171115674,Steve Johnson,25.7796030116,6-3 6-3
2015-329,Tokyo,Hard,Kei Nishikori,25.7659137577,Sam Querrey,27.9945242984,7-6(3) 6-3
2015-329,Tokyo,Hard,Stanislas Wawrinka,30.5215605749,Austin Krajicek,25.3032169747,6-3 6-4
2015-329,Tokyo,Hard,Gilles Muller,32.4079397673,Gilles Simon,30.7707049966,6-3 6-4
2015-329,Tokyo,Hard,Benoit Paire,26.4093086927,Nick Kyrgios,20.4407939767,3-6 6-4 6-1
2015-329,Tokyo,Hard,Kei Nishikori,25.7659137577,Marin Cilic,27.0171115674,3-6 7-5 6-3
2015-329,Tokyo,Hard,Stanislas Wawrinka,30.5215605749,Gilles Muller,32.4079397673,6-4 7-6(5)
2015-329,Tokyo,Hard,Benoit Paire,26.4093086927,Kei Nishikori,25.7659137577,1-6 6-4 6-2
2015-329,Tokyo,Hard,Stanislas Wawrinka,30.5215605749,Benoit Paire,26.4093086927,6-2 6-4
2015-429,Stockholm,Hard,Alexander Zverev,18.4969199179,Mikael Ymer,17.1088295688,7-6(9) 6-7(5) 6-4
2015-429,Stockholm,Hard,Nicolas Almagro,30.160164271,Jarkko Nieminen,34.2395619439,3-6 7-6(6) 6-4
2015-429,Stockholm,Hard,Grigor Dimitrov,24.4271047228,Filip Krajinovic,23.6413415469,7-5 6-3
2015-429,Stockholm,Hard,Marcos Baghdatis,30.3381245722,Sam Querrey,28.0328542094,7-6(2) 6-1
2015-429,Stockholm,Hard,John Millman,26.3463381246,Benjamin Becker,34.340862423,7-6(2) 6-3
2015-429,Stockholm,Hard,Gilles Muller,32.4462696783,Mischa Zverev,28.1587953457,6-3 6-7(2) 6-1
2015-429,Stockholm,Hard,Jack Sock,23.0663928816,Pablo Carreno Busta,24.2710472279,6-3 6-7(1) 6-3
2015-429,Stockholm,Hard,Fernando Verdasco,31.9260780287,Denis Kudla,23.1704312115,6-4 6-4
2015-429,Stockholm,Hard,Leonardo Mayer,28.4298425736,Maximilian Marterer,20.3449691992,6-7(4) 6-2 6-2
2015-429,Stockholm,Hard,Jeremy Chardy,28.681724846,Thanasi Kokkinakis,19.523613963,7-5 4-6 7-5
2015-429,Stockholm,Hard,Federico Delbonis,25.0376454483,Ante Pavic,26.6173853525,3-6 6-3 7-5
2015-429,Stockholm,Hard,Steve Darcis,31.6002737851,Adrian Mannarino,27.3045859001,7-6(4) 6-4
2015-429,Stockholm,Hard,Tomas Berdych,30.0862422998,Alexander Zverev,18.4969199179,6-3 6-4
2015-429,Stockholm,Hard,Grigor Dimitrov,24.4271047228,Nicolas Almagro,30.160164271,6-2 6-4
2015-429,Stockholm,Hard,Marcos Baghdatis,30.3381245722,Bernard Tomic,22.9924709103,7-6(7) 6-3
2015-429,Stockholm,Hard,Gilles Muller,32.4462696783,John Millman,26.3463381246,7-5 6-3
2015-429,Stockholm,Hard,Jack Sock,23.0663928816,Fernando Verdasco,31.9260780287,7-6(5) 6-7(5) 6-4
2015-429,Stockholm,Hard,Gilles Simon,30.8090349076,Leonardo Mayer,28.4298425736,6-2 6-4
2015-429,Stockholm,Hard,Jeremy Chardy,28.681724846,Federico Delbonis,25.0376454483,6-3 7-6(2)
2015-429,Stockholm,Hard,Richard Gasquet,29.3360711841,Steve Darcis,31.6002737851,6-1 2-0 RET
2015-429,Stockholm,Hard,Tomas Berdych,30.0862422998,Grigor Dimitrov,24.4271047228,7-5 6-4
2015-429,Stockholm,Hard,Marcos Baghdatis,30.3381245722,Gilles Muller,32.4462696783,7-6(5) 4-6 6-3
2015-429,Stockholm,Hard,Jack Sock,23.0663928816,Gilles Simon,30.8090349076,7-5 7-6(5)
2015-429,Stockholm,Hard,Richard Gasquet,29.3360711841,Jeremy Chardy,28.681724846,2-6 6-3 7-6(4)
2015-429,Stockholm,Hard,Tomas Berdych,30.0862422998,Marcos Baghdatis,30.3381245722,6-1 RET
2015-429,Stockholm,Hard,Jack Sock,23.0663928816,Richard Gasquet,29.3360711841,6-4 6-2
2015-429,Stockholm,Hard,Tomas Berdych,30.0862422998,Jack Sock,23.0663928816,7-6(1) 6-2
2015-439,Umag,Clay,Bastian Trinker,25.1909650924,Mikhail Youzhny,33.067761807,2-6 6-3 6-3
2015-439,Umag,Clay,Paolo Lorenzi,33.5934291581,Matteo Trevisan,25.9329226557,1-6 6-2 7-5
2015-439,Umag,Clay,Philipp Kohlschreiber,31.7590691307,Santiago Giraldo,27.6440793977,6-3 6-2
2015-439,Umag,Clay,Dusan Lajovic,25.054072553,Laslo Djere,20.1314168378,6-3 6-3
2015-439,Umag,Clay,Andreas Haider Maurer,28.3285420945,Thomas Fabbiano,26.1492128679,6-3 6-4
2015-439,Umag,Clay,Martin Klizan,26.0232717317,Pablo Carreno Busta,24.0219028063,7-6(3) 6-7(8) 6-1
2015-439,Umag,Clay,Fabio Fognini,28.1560574949,Jiri Vesely,22.0260095825,6-4 6-4
2015-439,Umag,Clay,Damir Dzumhur,23.1649555099,Lukas Rosol,29.9876796715,6-3 6-0
2015-439,Umag,Clay,Joao Sousa,26.3052703628,Toni Androic,23.5592060233,6-2 6-1
2015-439,Umag,Clay,Borna Coric,18.6776180698,Marcel Granollers,29.2703627652,6-3 6-3
2015-439,Umag,Clay,Aljaz Bedene,26.0041067762,Mate Delic,21.8042436687,6-4 6-3
2015-439,Umag,Clay,Blaz Kavcic,28.3750855578,Andrey Rublev,17.7467488022,7-6(0) 2-6 6-3
2015-439,Umag,Clay,Gael Monfils,28.8815879535,Bastian Trinker,25.1909650924,6-3 6-0
2015-439,Umag,Clay,Philipp Kohlschreiber,31.7590691307,Paolo Lorenzi,33.5934291581,6-2 7-5
2015-439,Umag,Clay,Dominic Thiem,21.8754277892,Dusan Lajovic,25.054072553,6-1 3-1 RET
2015-439,Umag,Clay,Andreas Haider Maurer,28.3285420945,Martin Klizan,26.0232717317,6-4 6-4
2015-439,Umag,Clay,Fabio Fognini,28.1560574949,Damir Dzumhur,23.1649555099,6-3 7-5
2015-439,Umag,Clay,Joao Sousa,26.3052703628,Andreas Seppi,31.40862423,6-2 6-2
2015-439,Umag,Clay,Borna Coric,18.6776180698,Aljaz Bedene,26.0041067762,6-4 6-4
2015-439,Umag,Clay,Roberto Bautista Agut,27.2635181383,Blaz Kavcic,28.3750855578,6-1 6-2
2015-439,Umag,Clay,Gael Monfils,28.8815879535,Philipp Kohlschreiber,31.7590691307,4-6 7-6(5) 6-4
2015-439,Umag,Clay,Dominic Thiem,21.8754277892,Andreas Haider Maurer,28.3285420945,6-7(5) 6-1 3-0 RET
2015-439,Umag,Clay,Joao Sousa,26.3052703628,Fabio Fognini,28.1560574949,6-2 3-6 7-6(6)
2015-439,Umag,Clay,Roberto Bautista Agut,27.2635181383,Borna Coric,18.6776180698,6-3 6-3
2015-439,Umag,Clay,Dominic Thiem,21.8754277892,Gael Monfils,28.8815879535,1-6 6-3 6-1
2015-439,Umag,Clay,Joao Sousa,26.3052703628,Roberto Bautista Agut,27.2635181383,4-6 6-2 6-3
2015-439,Umag,Clay,Dominic Thiem,21.8754277892,Joao Sousa,26.3052703628,6-4 6-1
2015-422,Cincinnati Masters,Hard,Benoit Paire,26.2751540041,Gilles Muller,32.2737850787,7-6(5) 7-6(6)
2015-422,Cincinnati Masters,Hard,Fernando Verdasco,31.7535934292,Jo Wilfried Tsonga,30.3326488706,4-6 6-3 6-4
2015-422,Cincinnati Masters,Hard,David Goffin,24.6926762491,Yen Hsun Lu,32.0082135524,5-7 6-3 6-4
2015-422,Cincinnati Masters,Hard,Ivo Karlovic,36.4654346338,Gilles Simon,30.636550308,6-4 6-7(3) 6-3
2015-422,Cincinnati Masters,Hard,Martin Klizan,26.0999315537,Dominic Thiem,21.9520876112,7-6(5) 3-6 7-6(4)
2015-422,Cincinnati Masters,Hard,Borna Coric,18.7542778919,Alexander Zverev,18.3244353183,7-5 3-6 7-6(5)
2015-422,Cincinnati Masters,Hard,Bernard Tomic,22.8199863107,Sergiy Stakhovsky,29.6098562628,6-4 6-3
2015-422,Cincinnati Masters,Hard,Jared Donaldson,18.8528405202,Nicolas Mahut,33.568788501,7-5 6-7(2) 6-2
2015-422,Cincinnati Masters,Hard,Jerzy Janowicz,24.758384668,Gael Monfils,28.9582477755,6-4 7-5
2015-422,Cincinnati Masters,Hard,Sam Querrey,27.8603696099,John Isner,30.3080082136,6-3 7-6(3)
2015-422,Cincinnati Masters,Hard,Tommy Robredo,33.2950034223,Pablo Andujar,29.5633127995,3-6 6-3 6-1
2015-422,Cincinnati Masters,Hard,Thomaz Bellucci,27.6303901437,Jiri Vesely,22.1026694045,7-6(5) 6-2
2015-422,Cincinnati Masters,Hard,Joao Sousa,26.3819301848,Philipp Kohlschreiber,31.8357289528,6-2 6-7(5) 6-2
2015-422,Cincinnati Masters,Hard,Thanasi Kokkinakis,19.3511293634,Fabio Fognini,28.2327173169,4-6 6-2 6-3
2015-422,Cincinnati Masters,Hard,Richard Gasquet,29.1635865845,Nick Kyrgios,20.3066392882,6-2 6-1
2015-422,Cincinnati Masters,Hard,Grigor Dimitrov,24.2546201232,Lukas Rosol,30.0643394935,6-2 3-6 6-3
2015-422,Cincinnati Masters,Hard,Vasek Pospisil,25.1498973306,Denis Kudla,22.9979466119,6-4 6-3
2015-422,Cincinnati Masters,Hard,Mardy Fish,33.6865160849,Viktor Troicki,29.5140314853,6-2 6-2
2015-422,Cincinnati Masters,Hard,Jeremy Chardy,28.5092402464,Rajeev Ram,31.4140999316,6-4 6-2
2015-422,Cincinnati Masters,Hard,Andreas Seppi,31.485284052,Adrian Mannarino,27.1321013005,6-3 6-3
2015-422,Cincinnati Masters,Hard,Feliciano Lopez,33.9055441478,Milos Raonic,24.6379192334,7-6(4) 6-4
2015-422,Cincinnati Masters,Hard,Kevin Anderson,29.2484599589,Leonardo Mayer,28.257357974,7-6(5) 3-6 6-1
2015-422,Cincinnati Masters,Hard,Jack Sock,22.893908282,Bjorn Fratangelo,22.0780287474,6-1 6-2
2015-422,Cincinnati Masters,Hard,Roberto Bautista Agut,27.3401779603,Pablo Cuevas,29.6235455168,6-3 6-4
2015-422,Cincinnati Masters,Hard,Novak Djokovic,28.2381930185,Benoit Paire,26.2751540041,7-5 6-2
2015-422,Cincinnati Masters,Hard,David Goffin,24.6926762491,Fernando Verdasco,31.7535934292,6-4 7-6(4)
2015-422,Cincinnati Masters,Hard,Ivo Karlovic,36.4654346338,Martin Klizan,26.0999315537,6-3 7-6(2)
2015-422,Cincinnati Masters,Hard,Stanislas Wawrinka,30.3874058864,Borna Coric,18.7542778919,3-6 7-6(3) 6-3
2015-422,Cincinnati Masters,Hard,Alexandr Dolgopolov,26.7734428474,Bernard Tomic,22.8199863107,6-4 6-1
2015-422,Cincinnati Masters,Hard,Jerzy Janowicz,24.758384668,Jared Donaldson,18.8528405202,6-4 7-6(4)
2015-422,Cincinnati Masters,Hard,Tommy Robredo,33.2950034223,Sam Querrey,27.8603696099,6-1 5-7 6-3
2015-422,Cincinnati Masters,Hard,Tomas Berdych,29.9137577002,Thomaz Bellucci,27.6303901437,6-2 6-3
2015-422,Cincinnati Masters,Hard,Marin Cilic,26.8829568789,Joao Sousa,26.3819301848,6-4 6-2
2015-422,Cincinnati Masters,Hard,Richard Gasquet,29.1635865845,Thanasi Kokkinakis,19.3511293634,7-6(5) 6-2
2015-422,Cincinnati Masters,Hard,Grigor Dimitrov,24.2546201232,Vasek Pospisil,25.1498973306,7-6(4) 7-6(5)
2015-422,Cincinnati Masters,Hard,Andy Murray,28.257357974,Mardy Fish,33.6865160849,6-4 7-6(1)
2015-422,Cincinnati Masters,Hard,Rafael Nadal,29.2046543463,Jeremy Chardy,28.5092402464,6-3 6-4
2015-422,Cincinnati Masters,Hard,Feliciano Lopez,33.9055441478,Andreas Seppi,31.485284052,7-6(6) 6-2
2015-422,Cincinnati Masters,Hard,Kevin Anderson,29.2484599589,Jack Sock,22.893908282,6-3 7-6(7)
2015-422,Cincinnati Masters,Hard,Roger Federer,34.0232717317,Roberto Bautista Agut,27.3401779603,6-4 6-4
2015-422,Cincinnati Masters,Hard,Novak Djokovic,28.2381930185,David Goffin,24.6926762491,6-4 2-6 6-3
2015-422,Cincinnati Masters,Hard,Stanislas Wawrinka,30.3874058864,Ivo Karlovic,36.4654346338,6-7(2) 7-6(5) 7-6(5)
2015-422,Cincinnati Masters,Hard,Alexandr Dolgopolov,26.7734428474,Jerzy Janowicz,24.758384668,6-3 3-6 6-4
2015-422,Cincinnati Masters,Hard,Tomas Berdych,29.9137577002,Tommy Robredo,33.2950034223,6-0 6-1
2015-422,Cincinnati Masters,Hard,Richard Gasquet,29.1635865845,Marin Cilic,26.8829568789,7-5 6-3
2015-422,Cincinnati Masters,Hard,Andy Murray,28.257357974,Grigor Dimitrov,24.2546201232,4-6 7-6(3) 7-5
2015-422,Cincinnati Masters,Hard,Feliciano Lopez,33.9055441478,Rafael Nadal,29.2046543463,5-7 6-4 7-6(3)
2015-422,Cincinnati Masters,Hard,Roger Federer,34.0232717317,Kevin Anderson,29.2484599589,6-1 6-1
2015-422,Cincinnati Masters,Hard,Novak Djokovic,28.2381930185,Stanislas Wawrinka,30.3874058864,6-4 6-1
2015-422,Cincinnati Masters,Hard,Alexandr Dolgopolov,26.7734428474,Tomas Berdych,29.9137577002,6-4 6-2
2015-422,Cincinnati Masters,Hard,Andy Murray,28.257357974,Richard Gasquet,29.1635865845,4-6 6-1 6-4
2015-422,Cincinnati Masters,Hard,Roger Federer,34.0232717317,Feliciano Lopez,33.9055441478,6-3 6-4
2015-422,Cincinnati Masters,Hard,Novak Djokovic,28.2381930185,Alexandr Dolgopolov,26.7734428474,4-6 7-6(5) 6-2
2015-422,Cincinnati Masters,Hard,Roger Federer,34.0232717317,Andy Murray,28.257357974,6-4 7-6(6)
2015-422,Cincinnati Masters,Hard,Roger Federer,34.0232717317,Novak Djokovic,28.2381930185,7-6(1) 6-3
2015-5014,Shanghai Masters,Hard,Martin Klizan,26.2532511978,Ze Zhang,25.273100616,7-6(8) 6-2
2015-5014,Shanghai Masters,Hard,Dominic Thiem,22.1054072553,Yen Hsun Lu,32.1615331964,6-3 6-3
2015-5014,Shanghai Masters,Hard,Feliciano Lopez,34.0588637919,Andrey Kuznetsov,24.6351813826,6-4 7-6(3)
2015-5014,Shanghai Masters,Hard,Richard Gasquet,29.3169062286,Gilles Muller,32.4271047228,7-6(4) 6-2
2015-5014,Shanghai Masters,Hard,Vasek Pospisil,25.3032169747,Simone Bolelli,30.0095824778,6-3 6-4
2015-5014,Shanghai Masters,Hard,Bernard Tomic,22.9733059548,Fernando Verdasco,31.9069130732,6-3 7-6(3)
2015-5014,Shanghai Masters,Hard,Steve Johnson,25.7987679671,Andreas Seppi,31.6386036961,4-6 6-1 7-6(2)
2015-5014,Shanghai Masters,Hard,David Goffin,24.8459958932,Go Soeda,31.099247091,6-4 6-2
2015-5014,Shanghai Masters,Hard,John Isner,30.4613278576,Adrian Mannarino,27.2854209446,6-1 6-2
2015-5014,Shanghai Masters,Hard,Gilles Simon,30.7898699521,Nikoloz Basilashvili,23.6331279945,6-3 4-6 6-0
2015-5014,Shanghai Masters,Hard,Leonardo Mayer,28.4106776181,Yan Bai,26.392881588,6-0 6-1
2015-5014,Shanghai Masters,Hard,Jack Sock,23.0472279261,Lukasz Kubot,33.4072553046,6-4 6-2
2015-5014,Shanghai Masters,Hard,Ivo Karlovic,36.6187542779,Jeremy Chardy,28.6625598905,6-4 7-6(6)
2015-5014,Shanghai Masters,Hard,Roberto Bautista Agut,27.4934976044,Guillermo Garcia Lopez,32.3559206023,6-2 6-3
2015-5014,Shanghai Masters,Hard,Milos Raonic,24.7912388775,Thomaz Bellucci,27.7837097878,7-6(5) 7-6(2)
2015-5014,Shanghai Masters,Hard,Marin Cilic,27.0362765229,Di Wu,24.076659822,4-6 6-3 7-6(4)
2015-5014,Shanghai Masters,Hard,Borna Coric,18.9075975359,Alexandr Dolgopolov,26.9267624914,6-3 1-6 7-6(5)
2015-5014,Shanghai Masters,Hard,Viktor Troicki,29.6673511294,Pablo Cuevas,29.7768651608,2-6 6-4 6-4
2015-5014,Shanghai Masters,Hard,Nick Kyrgios,20.4599589322,Andreas Haider Maurer,28.5585215606,6-3 6-2
2015-5014,Shanghai Masters,Hard,Fabio Fognini,28.386036961,Joao Sousa,26.5352498289,7-6(2) 6-3
2015-5014,Shanghai Masters,Hard,Kevin Anderson,29.401779603,Tommy Haas,37.5249828884,6-3 7-5
2015-5014,Shanghai Masters,Hard,Jo Wilfried Tsonga,30.4859685147,Tommy Robredo,33.4483230664,6-7(5) 6-2 6-2
2015-5014,Shanghai Masters,Hard,Victor Estrella,35.1923340178,Donald Young,26.2203969884,6-2 4-6 6-4
2015-5014,Shanghai Masters,Hard,Albert Ramos,27.7344284736,Sam Querrey,28.0136892539,4-6 6-4 7-5
2015-5014,Shanghai Masters,Hard,Novak Djokovic,28.3915126626,Martin Klizan,26.2532511978,6-2 6-1
2015-5014,Shanghai Masters,Hard,Feliciano Lopez,34.0588637919,Dominic Thiem,22.1054072553,6-7(4) 7-6(6) 6-3
2015-5014,Shanghai Masters,Hard,Richard Gasquet,29.3169062286,Vasek Pospisil,25.3032169747,6-4 3-6 6-4
2015-5014,Shanghai Masters,Hard,Bernard Tomic,22.9733059548,David Ferrer,33.5277207392,6-4 6-2
2015-5014,Shanghai Masters,Hard,Andy Murray,28.4106776181,Steve Johnson,25.7987679671,6-2 6-4
2015-5014,Shanghai Masters,Hard,John Isner,30.4613278576,David Goffin,24.8459958932,6-3 7-6(5)
2015-5014,Shanghai Masters,Hard,Gilles Simon,30.7898699521,Leonardo Mayer,28.4106776181,6-7(0) 6-4 6-2
2015-5014,Shanghai Masters,Hard,Tomas Berdych,30.0670773443,Jack Sock,23.0472279261,7-6(3) 4-6 6-4
2015-5014,Shanghai Masters,Hard,Rafael Nadal,29.3579739904,Ivo Karlovic,36.6187542779,7-5 6-7(4) 7-6(4)
2015-5014,Shanghai Masters,Hard,Milos Raonic,24.7912388775,Roberto Bautista Agut,27.4934976044,6-4 6-7(3) 7-6(5)
2015-5014,Shanghai Masters,Hard,Marin Cilic,27.0362765229,Borna Coric,18.9075975359,6-1 6-2
2015-5014,Shanghai Masters,Hard,Stanislas Wawrinka,30.5407255305,Viktor Troicki,29.6673511294,7-6(3) 6-3
2015-5014,Shanghai Masters,Hard,Kei Nishikori,25.7850787132,Nick Kyrgios,20.4599589322,1-6 6-4 6-4
2015-5014,Shanghai Masters,Hard,Kevin Anderson,29.401779603,Fabio Fognini,28.386036961,6-3 7-6(1)
2015-5014,Shanghai Masters,Hard,Jo Wilfried Tsonga,30.4859685147,Victor Estrella,35.1923340178,6-3 6-2
2015-5014,Shanghai Masters,Hard,Albert Ramos,27.7344284736,Roger Federer,34.1765913758,7-6(4) 2-6 6-3
2015-5014,Shanghai Masters,Hard,Novak Djokovic,28.3915126626,Feliciano Lopez,34.0588637919,6-2 6-3
2015-5014,Shanghai Masters,Hard,Bernard Tomic,22.9733059548,Richard Gasquet,29.3169062286,6-3 6-7(1) 6-4
2015-5014,Shanghai Masters,Hard,Andy Murray,28.4106776181,John Isner,30.4613278576,6-7(4) 6-4 6-4
2015-5014,Shanghai Masters,Hard,Tomas Berdych,30.0670773443,Gilles Simon,30.7898699521,6-3 6-3
2015-5014,Shanghai Masters,Hard,Rafael Nadal,29.3579739904,Milos Raonic,24.7912388775,6-3 7-6(3)
2015-5014,Shanghai Masters,Hard,Stanislas Wawrinka,30.5407255305,Marin Cilic,27.0362765229,7-5 6-7(7) 6-4
2015-5014,Shanghai Masters,Hard,Kevin Anderson,29.401779603,Kei Nishikori,25.7850787132,7-6(10) 7-6(3)
2015-5014,Shanghai Masters,Hard,Jo Wilfried Tsonga,30.4859685147,Albert Ramos,27.7344284736,6-7(5) 7-5 6-4
2015-5014,Shanghai Masters,Hard,Novak Djokovic,28.3915126626,Bernard Tomic,22.9733059548,7-6(6) 6-1
2015-5014,Shanghai Masters,Hard,Andy Murray,28.4106776181,Tomas Berdych,30.0670773443,6-1 6-3
2015-5014,Shanghai Masters,Hard,Rafael Nadal,29.3579739904,Stanislas Wawrinka,30.5407255305,6-2 6-1
2015-5014,Shanghai Masters,Hard,Jo Wilfried Tsonga,30.4859685147,Kevin Anderson,29.401779603,7-6(6) 5-7 6-4
2015-5014,Shanghai Masters,Hard,Novak Djokovic,28.3915126626,Andy Murray,28.4106776181,6-1 6-3
2015-5014,Shanghai Masters,Hard,Jo Wilfried Tsonga,30.4859685147,Rafael Nadal,29.3579739904,6-4 0-6 7-5
2015-5014,Shanghai Masters,Hard,Novak Djokovic,28.3915126626,Jo Wilfried Tsonga,30.4859685147,6-2 6-4
2015-352,Paris Masters,Hard,Thomaz Bellucci,27.8412046543,Teymuraz Gabashvili,30.4449007529,6-4 6-4
2015-352,Paris Masters,Hard,Benoit Paire,26.4859685147,Gael Monfils,29.1690622861,2-6 7-6(7) 6-4
2015-352,Paris Masters,Hard,Roberto Bautista Agut,27.5509924709,Pierre Hugues Herbert,24.6269678303,4-6 6-3 6-2
2015-352,Paris Masters,Hard,Edouard Roger Vasselin,31.9288158795,Ivo Karlovic,36.6762491444,4-6 7-6(1) 7-6(5)
2015-352,Paris Masters,Hard,Bernard Tomic,23.0308008214,Fabio Fognini,28.4435318275,6-3 6-2
2015-352,Paris Masters,Hard,Viktor Troicki,29.7248459959,Jack Sock,23.1047227926,6-2 6-3
2015-352,Paris Masters,Hard,Dominic Thiem,22.1629021218,Adrian Mannarino,27.3429158111,6-2 5-7 6-2
2015-352,Paris Masters,Hard,Lukas Rosol,30.2751540041,Guillermo Garcia Lopez,32.4134154689,6-2 2-6 6-3
2015-352,Paris Masters,Hard,Alexandr Dolgopolov,26.984257358,Jiri Vesely,22.3134839151,6-3 7-6(6)
2015-352,Paris Masters,Hard,Grigor Dimitrov,24.4654346338,Pablo Carreno Busta,24.3093771389,6-4 6-1
2015-352,Paris Masters,Hard,Aljaz Bedene,26.2915811088,Marcel Granollers,29.5578370979,7-5 7-6(4)
2015-352,Paris Masters,Hard,Andreas Seppi,31.6960985626,Pablo Cuevas,29.8343600274,7-5 6-3
2015-352,Paris Masters,Hard,Jeremy Chardy,28.720054757,Lucas Pouille,21.6892539357,3-6 6-3 6-2
2015-352,Paris Masters,Hard,Leonardo Mayer,28.4681724846,Martin Klizan,26.3107460643,6-4 6-3
2015-352,Paris Masters,Hard,Dusan Lajovic,25.3415468857,Nicolas Mahut,33.7796030116,7-5 6-3
2015-352,Paris Masters,Hard,Borna Coric,18.9650924025,Fernando Verdasco,31.9644079398,6-4 6-4
2015-352,Paris Masters,Hard,Novak Djokovic,28.4490075291,Thomaz Bellucci,27.8412046543,7-5 6-3
2015-352,Paris Masters,Hard,Gilles Simon,30.8473648186,Benoit Paire,26.4859685147,6-4 4-6 6-1
2015-352,Paris Masters,Hard,Jo Wilfried Tsonga,30.5434633812,Roberto Bautista Agut,27.5509924709,6-2 6-2
2015-352,Paris Masters,Hard,Tomas Berdych,30.1245722108,Edouard Roger Vasselin,31.9288158795,6-3 4-6 7-5
2015-352,Paris Masters,Hard,Stanislas Wawrinka,30.598220397,Bernard Tomic,23.0308008214,6-3 7-6(6)
2015-352,Paris Masters,Hard,Viktor Troicki,29.7248459959,Feliciano Lopez,34.1163586585,6-7(7) 7-5 6-4
2015-352,Paris Masters,Hard,Kevin Anderson,29.4592744695,Dominic Thiem,22.1629021218,6-7(3) 7-6(4) 7-6(5)
2015-352,Paris Masters,Hard,Rafael Nadal,29.4154688569,Lukas Rosol,30.2751540041,6-2 6-2
2015-352,Paris Masters,Hard,David Ferrer,33.5852156057,Alexandr Dolgopolov,26.984257358,6-2 6-2
2015-352,Paris Masters,Hard,Grigor Dimitrov,24.4654346338,Marin Cilic,27.0937713895,7-6(3) 7-6(2)
2015-352,Paris Masters,Hard,John Isner,30.5188227242,Aljaz Bedene,26.2915811088,6-3 7-6(3)
2015-352,Paris Masters,Hard,Roger Federer,34.2340862423,Andreas Seppi,31.6960985626,6-1 6-1
2015-352,Paris Masters,Hard,Kei Nishikori,25.8425735797,Jeremy Chardy,28.720054757,7-6(4) 6-7(6) 6-1
2015-352,Paris Masters,Hard,Richard Gasquet,29.3744010951,Leonardo Mayer,28.4681724846,6-2 7-5
2015-352,Paris Masters,Hard,David Goffin,24.9034907598,Dusan Lajovic,25.3415468857,6-2 6-2
2015-352,Paris Masters,Hard,Andy Murray,28.4681724846,Borna Coric,18.9650924025,6-1 6-2
2015-352,Paris Masters,Hard,Novak Djokovic,28.4490075291,Gilles Simon,30.8473648186,6-3 7-5
2015-352,Paris Masters,Hard,Tomas Berdych,30.1245722108,Jo Wilfried Tsonga,30.5434633812,6-3 6-4
2015-352,Paris Masters,Hard,Stanislas Wawrinka,30.598220397,Viktor Troicki,29.7248459959,6-4 7-5
2015-352,Paris Masters,Hard,Rafael Nadal,29.4154688569,Kevin Anderson,29.4592744695,4-6 7-6(6) 6-2
